DateTime,City,Latitude,Longitude,PM2.5,PM10,NO2,SO2,CO
2023-01-01 00:00:00,Kolkata,22.54363502971184,88.27309270981897,79.52341505366113,182.43945733157523,38.675262543294885,21.01777026160994,1.8345550826281856
2023-01-01 01:00:00,Kolkata,22.68767857660248,88.26518843239701,110.18220778688053,144.9057186607887,62.554076175142846,16.295412162920197,0.8926264273570798
2023-01-01 02:00:00,Kolkata,22.632998485452852,88.40104798768591,95.63231102875568,161.3641814060676,15.849786252709038,16.694710012478215,1.0563627389251982
2023-01-01 03:00:00,Kolkata,22.599664621049257,88.4915290806232,59.88277403688761,136.37381348859788,42.9239309087275,7.663327101763301,1.7448271040003498
2023-01-01 04:00:00,Kolkata,22.48900466011061,88.37568032723868,124.6778355438575,115.71821565545976,25.71136840411316,13.974912730404984,1.866325689700758
2023-01-01 05:00:00,Kolkata,22.48899863008405,88.26287880648482,41.60433789951191,153.19234294938312,46.343714865545195,10.046593620200621,1.5858090078594826
2023-01-01 06:00:00,Kolkata,22.46452090304205,88.30530466401936,86.89242739119061,70.74265147554377,11.752155818515341,23.789523732006487,1.5147483243673339
2023-01-01 07:00:00,Kolkata,22.66654403644373,88.31119822660395,59.428382727767556,99.39808549995291,44.93392360133343,10.29858615817017,1.0815597381102928
2023-01-01 08:00:00,Kolkata,22.6002787529358,88.33446428228424,42.819382311053374,113.31234266034565,69.08353255194422,17.17036435300583,0.7433207543899754
2023-01-01 09:00:00,Kolkata,22.62701814444901,88.26090084589656,51.64547475500696,71.66746607512763,31.81265552346767,28.61734897836028,1.0125462619420857
2023-01-01 10:00:00,Kolkata,22.45514612357395,88.47622317512447,78.76901200398423,142.2962438373725,17.385809684485466,17.25895734556596,1.3313959428639923
2023-01-01 11:00:00,Kolkata,22.692477463040497,88.37889098618038,88.7431691037142,164.3059388915932,49.898074779139606,2.0,1.1210912119900778
2023-01-01 12:00:00,Kolkata,22.658110660200105,88.41773269823852,106.47329577998545,60.19064299157089,35.25727947003122,20.260601578388332,0.3760215437301533
2023-01-01 13:00:00,Kolkata,22.503084777669567,88.26679320922375,116.90091273484188,105.45763106724219,54.152873479892946,14.53988442962162,1.220752025281938
2023-01-01 14:00:00,Kolkata,22.495456241801776,88.2635288669509,86.94217867760091,114.06462173389897,56.48813580067585,7.361253679762912,1.6303580087520009
2023-01-01 15:00:00,Kolkata,22.495851127463357,88.39661694301013,68.9201680282298,131.3027091924172,55.47619929567959,15.60805233490388,2.1776181904267267
2023-01-01 16:00:00,Kolkata,22.526060560739882,88.47182400262605,105.97543267511475,149.9234972039584,39.61470794242596,18.32049107054517,0.8392371591511145
2023-01-01 17:00:00,Kolkata,22.58118910790806,88.38212050023989,64.63396289394363,110.23999202044435,67.35858085685427,8.612856623809115,1.3316437793817335
2023-01-01 18:00:00,Kolkata,22.557986254660527,88.46945479314252,40.10963677421627,152.93005533644777,51.91747216726948,17.275442918031544,0.9215719962966288
2023-01-01 19:00:00,Kolkata,22.52280728504951,88.45274781826382,103.47528781106678,123.09337266049508,29.147844069988828,16.876361026298273,1.364465059840973
2023-01-01 20:00:00,Kolkata,22.602963223680593,88.26896344644874,113.09779629533732,98.90039054562041,30.246630913731344,21.607472223231483,0.6491601024157754
2023-01-01 21:00:00,Kolkata,22.48487346516301,88.30048936859642,59.45470879815666,128.07109664499708,59.56524224403587,15.156300077195734,0.6520754140532075
2023-01-01 22:00:00,Kolkata,22.523036162133803,88.41442766728883,129.020579087475,75.78571896940889,50.033416002030414,17.277614480222425,1.103600982776187
2023-01-01 23:00:00,Kolkata,22.54159046082342,88.36087534563751,94.5763079708968,111.09005702031705,29.181546992637372,7.146685129364033,1.4350942495755723
2023-01-02 00:00:00,Kolkata,22.56401749605426,88.32267495341173,90.84904944912232,113.85770984407536,34.637149159079456,17.116543064101897,0.7320334361455263
